Entre Ríos,Estatal,Rural,VILLAGUAY,30113,DISTRITO RAICES,30113046,3001489,300148900,JUAN LAVALLE 53, RAICES,E3240,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Rural,VILLAGUAY,30113,PASO DE LA LAGUNA,30113033,3001490,300149000,CARLOS MARIA DE ALVEAR 39,RUTA NACIONAL 18 KM. 137,E3241,,03455-,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Rural,VILLAGUAY,30113,RAICES OESTE,30113036,3001491,300149100,GENERAL CRISPIN VELAZQUEZ 79, EL MALAGUEÑO - CASILLA CORREO 19,E3241,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Rural,VILLAGUAY,30113,RAICES OESTE,30113036,3001492,300149200,FRAY JUSTO SANTA MARIA DE ORO 29, CANTINA BONALDO - RAICES OESTE,E3240,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,PARANA,30084,PARANA,30084041,3001493,300149300,ESCUELA SECUNDARIA DOMINGO F. SARMIENTO 34,GARAY 61,E3100,0,4310048,INFO@COLEGIONACIONALPNA.COM.AR,1,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,
Entre Ríos,Estatal,Rural,PARANA,30084,LA PICADA,30084035,3001494,300149400,NORMAL RURAL ALMAFUERTE U.A.D.E.R. AGROTECNICA 8,RUTA 12 KM 23,E3118,0343,4994062,secretaria_Almafuerte@hotmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,DIAMANTE,30021,DIAMANTE,30021020,3001497,300149700,CAPITAN DE NAVIO FELIX DUFOURG 52,ANDRADE ,E3105,0343,4981340,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,DIAMANTE,30021,DIAMANTE,30021020,3001498,300149800,DR. ALFREDO MATTERI TECNICA 1,MALESPINA 618,E3105,0343,4981238,exenetdiamante@yahoo.com.ar,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,DIAMANTE,30021,DIAMANTE,30021020,3001499,300149900,SAN FRANCISCO JAVIER ESPECIAL 15,CORTADA AIRALDI Y 3 DE FEBRERO PALERMO ,E3105,0343-,4984171,escesp15diamante@yahooo.com.ar,,1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,PARANA,30084,PARANA,30084041,3001500,300150000,ESCUELA SECUNDARIA DEL CENTENARIO 16,RIVADAVIA 426,E3100,0343,4233632,escuelasecundaria16delcentenario@hotmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,PARANA,30084,PARANA,30084041,3001502,300150200,DEL CENTENARIO 1,ALAMEDA DE LA FEDERACION 462,E3100,,4311083,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,PARANA,30084,PARANA,30084041,3001503,300150300,ESCUELA SECUNDARIA DE ADULTOS JOSEFINA ZUBIZARRETA 23,LOS VASCOS 795,E3100,0,0,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Entre Ríos,Estatal,Urbano,PARANA,30084,PARANA,30084041,3001504,300150400,UNIDAD EDUCATIVA 2,MALVINAS Y TUCUMAN ,E3100,343,4231090,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Privado,Urbano,PARANA,30084,PARANA,30084041,3001505,300150500,PRIV. SAN ANTONIO MARIA GIANELLI 22,LOS YAROS E INDIOS BOHANES ANACLETO MEDINA SUR ,E3100,0343,4270183,esc.gianelli@yahoo.com.ar,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Privado,Urbano,URUGUAY,30098,CONCEPCION DEL URUGUAY,30098019,3001506,300150600,PRIV. INSTITUTO SAGRADO CORAZON DE JESUS,ARTIGAS 412 Puerto Viejo ,E3260,03442,427068,sagradosecretaria@gmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,URUGUAY,30098,CONCEPCION DEL URUGUAY,30098019,3001507,300150700,DR. HECTOR B. SAURET TECNICA 13 ,SAN MARTIN 1169 LA QUILMES ,E3260,0,0,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,URUGUAY,30098,CONCEPCION DEL URUGUAY,30098019,3001508,300150800,ANA URQUIZA DE VICTORICA TECNICA 1,GRAL.URQUIZA 139,E3260,03442,422259,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,URUGUAY,30098,CONCEPCION DEL URUGUAY,30098019,3001508,300150801,ANEXO DE FORMACION PROFESIONAL ANA URQUIZA DE VICTORICA TECNICA 1, ,,03442,422259,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
Entre Ríos,Privado,Urbano,URUGUAY,30098,CONCEPCION DEL URUGUAY,30098019,3001509,300150900,PRIV. SAGRADO CORAZON DE JESUS 73,ARTIGAS 412 PUERTO VIEJO ,E3260,03442,427068,sagradoprimaria@hotmail.com,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,URUGUAY,30098,CONCEPCION DEL URUGUAY,30098019,3001511,300151100,SANTIAGO DEL ESTERO 93,ALBERDI 1166,E3260,03442,422162,escuelasantiagodelestero@yahoo.com,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Privado,Urbano,URUGUAY,30098,CONCEPCION DEL URUGUAY,30098019,3001512,300151200,PRIV. REPUBLICA DE ITALIA 139,CONGRESO DE TUCUMAN ,E3260,03442,425535/6,institutobilingue@arnet.com.ar,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Privado,Urbano,URUGUAY,30098,CONCEPCION DEL URUGUAY,30098019,3001513,300151300,PRIV. INSTITUTO SAN VICENTE DE PAUL D-88,ZANINETTI 236,E3260,03442,431472,instd88sup@hotmail.com,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Privado,Urbano,URUGUAY,30098,CONCEPCION DEL URUGUAY,30098019,3001514,300151400,PRIV. INSTITUTO BILINGUE REPUBLICA DE ITALIA,GALARZA 839 CENTRO ,E3260,03442,425535/36,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Privado,Urbano,URUGUAY,30098,CONCEPCION DEL URUGUAY,30098019,3001515,300151500,PRIV. INSTITUTO CAROLINA TOBAR GARCIA,SAN MARTIN 916,E3260,03442,428640,IFDTOBARGARCIA@HOTMAIL.COM.AR,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,URUGUAY,30098,CONCEPCION DEL URUGUAY,30098019,3001516,300151600,TUCUMAN 92,BELGRANO 1491 SAN VICENTE ,E3260,03442,427940,escuela92tucuman@hotmail.com,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Privado,Urbano,URUGUAY,30098,CONCEPCION DEL URUGUAY,30098019,3001517,300151700,PRIV. SAN FRANCISCO DE ASIS 79,MITRE Y MILLAN ,E3260,03442,424416,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,URUGUAY,30098,CONCEPCION DEL URUGUAY,30098019,3001519,300151900,DR. BENJAMIN VICTORICA 110,IRIGOYEN 316,E3260,03442,422770,escuela110victorica@hotmail.com,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Privado,Urbano,URUGUAY,30098,CONCEPCION DEL URUGUAY,30098019,3001520,300152000,PRIV. INSTITUTO SANTA TERESITA,CHACABUCO 751 SANTA TERESITA ,E3260,03442,422906,INSTITUTOSTATERESITA@DONBOSCOCU.EDU.AR,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,URUGUAY,30098,CONCEPCION DEL URUGUAY,30098019,3001521,300152100,JUAN JOSE VIAMONTE 2,MITRE 375,E3260,03442,422542,esc_viamonte2@yahoo.com.ar,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,GUALEGUAYCHU,30056,GUALEGUAYCHU,30056016,3001523,300152300,INSTITUTO DE FORMACION DOCENTE CONTINUA MARIA INES ELIZALDE,GERVASIO MENDEZ 676,E2820,03446,431324,isfdelizalde@yahoo.com.ar,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,GUALEGUAYCHU,30056,GUALEGUAYCHU,30056016,3001524,300152400,ESCUELA SECUNDARIA NORMAL SUPERIOR O. VICTOR ANDRADE 14,GERVASIO MENDEZ 676,E2820,03446,426448,secretaria@entrerios.net,1,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,GUALEGUAYCHU,30056,LARROQUE,30056019,3001524,300152401,EXTENSION AULICA LA ESC. NORMAL SUPERIOR OLEGARO V. ANDRADE,25 DE MAYO 154,,0,0,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,TALA,30091,ROSARIO DEL TALA,30091022,3001526,300152600,DOMINGO FAUSTINO SARMIENTO 3,COLON 400,E3174,03445,421652,escuela3sarmiento@yahoo.com.ar,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,TALA,30091,ROSARIO DEL TALA,30091022,3001527,300152700,ONESIMO LEGUIZAMON 1,ROQUE SAENZ PEÑA 366,E3174,03445,421541,escuela1onesimoleguizamon@hotmail.com,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,TALA,30091,ROSARIO DEL TALA,30091022,3001528,300152800,GENERAL FRANCISCO RAMIREZ NOCT. 2,ROQUE SAENZ PEÑA 366,E3174,,03445 421541,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,TALA,30091,ROSARIO DEL TALA,30091022,3001529,300152900,MAYOR EDUARDO PASTOR ESPECIAL 4,FEDERACION URQUIZA Y FEDERACION,E3174,03445,421372,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,LA PAZ,30070,LA PAZ,30070030,3001530,300153000,ESCUELA SECUNDARIA ADULTOS DR. ENRIQUE HUBER 3,SAN MARTIN 441,E3190,03437,15434916,,1,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,
Entre Ríos,Estatal,Urbano,LA PAZ,30070,LA PAZ,30070030,3001531,300153100,JOSE DE SAN MARTIN 1,BERON DE ASTRADA ,E3190,03437,422360,escuela_sanmartin@yahoo.com.ar,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,LA PAZ,30070,LA PAZ,30070030,3001532,300153200,BARTOLOME GONZALEZ 99,BOCA DE TIGRE S/N,E3190,03437,422372,escuela99lapaz@yahoo.com.ar,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,LA PAZ,30070,LA PAZ,30070030,3001533,300153300,CARLOS DANIEL VILA 109,MALVINAS ARGENTINAS M.BELGRANO ,E3190,03437,425271,escuela_109@hotmail.com,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,LA PAZ,30070,LA PAZ,30070030,3001534,300153400,CENTRO COMUNITARIO DR. MANUEL BELGRANO 10,PEDRO GARCIA S/N PEDRO GARCIA Y CEIBO,E3190,0,0,centro10lapaz@hotmail.com,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,
Entre Ríos,Estatal,Urbano,LA PAZ,30070,SANTA ELENA,30070044,3001534,300153401,CENTRO EDUCATIVO 18,BELLAVISTA 25 DE MAYO ,E3192,03437,480214,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,LA PAZ,30070,LA PAZ,30070030,3001534,300153402,CENTRO EDUCATIVO 25,Alem Laguna ,3190,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Entre Ríos,Estatal,Rural,LA PAZ,30070,SAN GUSTAVO,30070043,3001534,300153403,CENTRO EDUCATIVO 412,AV. SCHELE S/N,E3191,0,0,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,LA PAZ,30070,LA PAZ,30070030,3001534,300153404,CENTRO EDUCATIVO 27,PEDRO GARCIA ,E3150,0,0,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Entre Ríos,Estatal,Rural,LA PAZ,30070,PIEDRAS BLANCAS,30070037,3001534,300153405,CENTRO EDUCATIVO 52,DE LA CALANDRIA 230,E3129,0,0,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,LA PAZ,30070,LA PAZ,30070030,3001534,300153406,CENTRO EDUCATIVO 341,obligado 945,E3190,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,LA PAZ,30070,SANTA ELENA,30070044,3001534,300153407,CENTRO EDUCATIVO 342,BELGRANO S/N ,E3191,03438,-15408010,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,LA PAZ,30070,LA PAZ,30070030,3001534,300153408,CENTRO EDUCATIVO 343,PEDRO GARCIA BELGRANO ,E3190,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Entre Ríos,Estatal,Rural,LA PAZ,30070,LA PAZ,30070030,3001534,300153409,CENTRO CAPACITACION LABORAL 346,España 435,E3142,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Entre Ríos,Estatal,Urbano,LA PAZ,30070,BOVRIL,30070008,3001534,300153410,CENTRO EDUCATIVO 348,RAMIREZ 320,E3142,03438,407641,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,LA PAZ,30070,LA PAZ,30070030,3001534,300153411,CENTRO EDUCATIVO 439,PASAJE PUBLICO ,E3190,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,LA PAZ,30070,SANTA ELENA,30070044,3001534,300153412,CENTRO EDUCATIVO 503, NUESTRA SEÑORA DE LA PAZ EJIDO SUR,E3190,0,0,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,LA PAZ,30070,LA PAZ,30070030,3001534,300153418,CENTRO FORMACION PROFESIONAL 127,CORTADA ,E3190,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Entre Ríos,Estatal,Urbano,LA PAZ,30070,LA PAZ,30070030,3001535,300153500,LUISA GARNIER ESPECIAL 23,AVDA. ARTIGAS S/N ESTACION ,E3190,03437,423108,escesp23luisagarnier@hotmail.com,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,LA PAZ,30070,LA PAZ,30070030,3001536,300153600,ALEJANDRO CARBÓ NOCT. 4,ECHAGUE Y SARMIENTO CENTRO ,E3190,,,escuelanocturnan4@hotmail.com,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,LA PAZ,30070,LA PAZ,30070030,3001537,300153700,SAN LORENZO 7,RACEDO S/N BARRIO FERIA,E3190,03437,429960,escuela7_sanlorenzo@yahoo.com.ar,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,LA PAZ,30070,LA PAZ,30070030,3001538,300153800,FRAGATA LIBERTAD 100,RUTA PROVINCIAL 1 KM. 2 1/2 LA MILAGROSA ,E3190,03437,422516,escfrag_100@yahoo.comm.ar,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,LA PAZ,30070,LA PAZ,30070030,3001539,300153900,JUAN BAUTISTA CABRAL 8, EJIDO ESTE - LA PAZ,E3190,0,0,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Privado,Urbano,GUALEGUAYCHU,30056,GUALEGUAYCHU,30056016,3001541,300154100,PRIV. INSTITUTO AGROTECNICO GUALEGUAYCHU,URQUIZA 2570,E2820,03446,424087,INSTITUTOAGROCHU@ENTRERIOS.NET,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,GUALEGUAYCHU,30056,GUALEGUAYCHU,30056016,3001542,300154200,ESCUELA SECUNDARIA MANUEL BELGRANO 13,AYACUCHO 195,E2820,03446,15660411,COLEGIOBELGRANO@YAHOO.COM.AR,1,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,
Entre Ríos,Estatal,Urbano,GUALEGUAYCHU,30056,GUALEGUAYCHU,30056016,3001543,300154300,JOSE MARIA SOBRAL TECNICA 1,SAN MARTIN 1067,E2820,03446,424123,tecnicasobralgchu@yahoo.com.ar,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,GUALEGUAYCHU,30056,GUALEGUAYCHU,30056016,3001543,300154301,ANEXO DE FORMACION PROFESIONAL JOSE MARIA SOBRAL TECNICA 1, ,,03446,424123,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
Entre Ríos,Estatal,Urbano,GUALEGUAYCHU,30056,GUALEGUAYCHU,30056016,3001544,300154400,TOMAS DE ROCAMORA 3,ROCAMORA 195,E2820,03446,427878,escuelarocamora@gmail.com,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,GUALEGUAYCHU,30056,GUALEGUAYCHU,30056016,3001546,300154600,DON SEGUNDO SOMBRA NOCT. 87,25 DE MAYO 1720,E2820,03446,429522,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Entre Ríos,Privado,Urbano,GUALEGUAYCHU,30056,GUALEGUAYCHU,30056016,3001547,300154700,PRIV. INSTITUTO SEDES SAPIENTIAE,PRIMERA JUNTA 75,E2820,,03446 427177,SECRETARIA@SEDESSAPIENTIAE.EDU.AR,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Entre Ríos,Privado,Urbano,GUALEGUAYCHU,30056,GUALEGUAYCHU,30056016,3001548,300154800,PRIV. INSTITUTO PIO XII,PRIMERA JUNTA 75,E2820,03446,427177,institutopio12@entrerios.net,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Privado,Urbano,GUALEGUAYCHU,30056,GUALEGUAYCHU,30056016,3001549,300154900,PRIV. LA SAGRADA FAMILIA 64,URQUIZA 1478,E2820,03446,424581,sagradafamilia64@hotmail.com,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Privado,Urbano,GUALEGUAYCHU,30056,GUALEGUAYCHU,30056016,3001550,300155000,PRIV. INSTITUTO NTRA.SEÑORA DE GUADALUPE D-107,URQUIZA 1478,E2820,03446,433595,WWW.INDTITUTOGUADACHU@HOTMAIL.COM,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,DIAMANTE,30021,DIAMANTE,30021020,3001551,300155100,INSTITUTO SUPERIOR DE DIAMANTE,URQUIZA ,E3105,,4981127,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,DIAMANTE,30021,ALDEA VALLE MARIA,30021008,3001551,300155101,EXTENSION AULICA INSTITUTO SUPERIOR DE DIAMANTE - VALLE MARIA, ,,0,0,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Rural,DIAMANTE,30021,ALDEA BRASILERA,30021001,3001551,300155102,EXTENSION AULICA INSTITUTO SUPERIOR DE DIAMANTE - ALDEA BRASILERA, ,,0,0,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,DIAMANTE,30021,DIAMANTE,30021020,3001552,300155200,INDEPENDENCIA 1,URQUIZA 275,E3105,0,4981364,esc1independencia@gmail.com,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,DIAMANTE,30021,DIAMANTE,30021020,3001553,300155300,MANUEL ALBERTI 2,9 DE JULIO 168 CENTRO ,E3105,0,4981051,escuela2.alberti@hotmail.com,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Privado,Urbano,DIAMANTE,30021,DIAMANTE,30021020,3001554,300155400,PRIV. SANTA MARIA 101,25 DE MAYO 532,E3105,,4983248,esc101diamante@hotmail.com,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,PARANA,30084,PARANA,30084041,3001557,300155700,WILLIAMS MORRIS NOCT. 14,9 DE JULIO 419 CENTRO ESC. Nº 5 MANUEL BELGRANO,E3100,0,0,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Entre Ríos,Estatal,Urbano,PARANA,30084,PARANA,30084041,3001558,300155800,ESCUELA SECUNDARIA DE ADULTOS PROF. MAXIMIO VICTORIA 4,TUCUMAN ,E3100,0,4234849,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
