Ciudad de Buenos Aires,Privado,Urbano,Comuna 2,02102,CIUDAD DE BUENOS AIRES,02102001,0202335,020233500,INSTITUTO ARGENTINO DE GASTRONOMIA,MONTEVIDEO 968 RECOLETA ,C1019,011,4811-6670,INFO@IAG.COM.AR,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 15,02115,CIUDAD DE BUENOS AIRES,02115001,0202336,020233600,ESC. DE FOTOGRAFIA MOTIVARTE,MALABIA 1141 VILLA CRESPO ,C1414,011,4773-1818,SECRETARIA.ACADEMICA@MOTIVARTE.EDU.AR,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 1,02101,CIUDAD DE BUENOS AIRES,02101001,0202338,020233800,INSTITUTO SUPERIOR CRONICA,AVDA. DE MAYO 776 MONTSERRAT 3º PISO,C1084,011,1150358272,ALUMNOS@PERIODISMO.EDU.AR,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 2,02102,CIUDAD DE BUENOS AIRES,02102001,0202341,020234100,CONSULTORIA ESPIRITUAL,JUNIN 1063 RECOLETA ,C1133,011,2701-1419,info.institutocounseling@gmail.com,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 6,02106,CIUDAD DE BUENOS AIRES,02106001,0202343,020234300,INST. EDUCATIVO ARGENTINO,MALVINAS ARGENTINAS 344 CABALLITO ,C1406,011,6009-0861,INFORMES@INSTITUTOIEA.EDU.AR,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 6,02106,CIUDAD DE BUENOS AIRES,02106001,0202344,020234400,INSTITUTO SUPERIOR ANDES DEL SUR,AVDA. RIVADAVIA 6028 CABALLITO ,C1406,011,1166278347,SECRETARIA@ISAS.EDU.AR,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 9,02109,CIUDAD DE BUENOS AIRES,02109001,0202346,020234600,INST. SUP. AUXILIARES DE MEDICINA,MONTIEL 75 LINIERS ,C1408,011,4644-6117,INSTITUTOSUPERIORISAM@GMAIL.COM,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 4,02104,CIUDAD DE BUENOS AIRES,02104001,0202347,020234700,ESC. DE EDUC. MEDIA N° 01 NORBERTO JULIO MORRESI  DE 05,JUAN CARLOS GOMEZ 253 PARQUE PATRICIOS ,C1282,011,4304-8491,dem_reing1_de5@bue.edu.ar,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 13,02113,CIUDAD DE BUENOS AIRES,02113001,0202348,020234800,ESC. DE EDUC. MEDIA N° 02 DE 10,FRANKLIN D. ROOSEVELT 3060 BELGRANO ,C1428,011,5197-6237/7638/ 5197-6237,DEM_REING2_DE10@BUE.EDU.AR,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 9,02109,CIUDAD DE BUENOS AIRES,02109001,0202349,020234900,ESC. DE EDUC. MEDIA N° 01 DE 18,GALLARDO 149 LINIERS ,C1408,011,4641-2011/6074,DEM_REING1_DE18@BUE.EDU.AR,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 8,02108,CIUDAD DE BUENOS AIRES,02108001,0202350,020235000,ESC. DE EDUC. MEDIA N° 05 DE 19,AVDA. GRAL. FERNANDEZ DE LA CRUZ 3605 VILLA SOLDATI ,C1437,011,N/D,dem_reing5_de19@bue.edu.ar,1,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 8,02108,CIUDAD DE BUENOS AIRES,02108001,0202351,020235100,ESC. DE EDUC. MEDIA N° 06 DE 21,AVDA. LARRAZABAL 5140 VILLA LUGANO AVDA. LARRAZABAL 5430 ( CHAPA ANTIGUA),C1439,011,4605-2653,DEM_REING6_DE21@BUE.EDU.AR,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 4,02104,CIUDAD DE BUENOS AIRES,02104001,0202352,020235200,ESC. DE EDUC. MEDIA N° 02 DE 04,AVDA. REGIMIENTO DE PATRICIOS 1933 BARRACAS ,C1266,011,4302-4832,DEM_REING2_DE4@BUE.EDU.AR,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 10,02110,CIUDAD DE BUENOS AIRES,02110001,0202354,020235400,CENS N° 73 DE 18,MIRANDA 4173 MONTE CASTRO ,C1407,011,4648-1632,DEAA_CENS73_DE18@BUE.EDU.AR,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 15,02115,CIUDAD DE BUENOS AIRES,02115001,0202355,020235500,CENS N° 74 DE 14,AVDA. JORGE NEWBERY 3664 CHACARITA ,C1427,011,4553-6012,DEAA_CENS74_DE14@BUE.EDU.AR,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 4,02104,CIUDAD DE BUENOS AIRES,02104001,0202356,020235600,CENS N° 75 DE 05,IGUAZU 1110 BARRACAS ,C1437,011,4912-0160,DEAA_CENS75_DE05@BUE.EDU.AR,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 7,02107,CIUDAD DE BUENOS AIRES,02107001,0202357,020235700,CENS N° 76 DE 12,FRAY CAYETANO RODRIGUEZ 95 FLORES ,C1406,011,4611-4442,DEAA_CENS76_DE12@BUE.EDU.AR,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 8,02108,CIUDAD DE BUENOS AIRES,02108001,0202358,020235800,CENS N° 77 DE 19,CARLOS BERG 3460 VILLA SOLDATI ,C1437,011,4918-8855,DEAA_CENS77_DE19@BUE.EDU.AR,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 12,02112,CIUDAD DE BUENOS AIRES,02112001,0202359,020235900,CENS N° 78 DE 15,ECHEVERRIA 5034 VILLA URQUIZA ,C1431,011,4521-2281,DEAA_CENS78_DE15@BUE.EDU.AR,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 15,02115,CIUDAD DE BUENOS AIRES,02115001,0202360,020236000,BACHILLERATO A DISTANCIA ADULTOS 2000 DE 15,BALLIVIAN 2329 VILLA ORTUZAR ,C1431,011,4521-5140 / 4522-2756,ADULTOS2000@BUE.EDU.AR,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,;
Ciudad de Buenos Aires,Privado,Urbano,Comuna 11,02111,CIUDAD DE BUENOS AIRES,02111001,0202362,020236200,INSTITUTO PRIVADO LA ESCUELA DE HILEL,HELGUERA 2333 VILLA DEL PARQUE ,C1417,011,4504-1908,rdstoler@gmail.com,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 1,02101,CIUDAD DE BUENOS AIRES,02101001,0202363,020236300,CENTRO ACTIVIDADES INFANTILES Y JUVENILES,BOLIVAR 191 MONTSERRAT SEDE,C1066,011,6076-6000 INT 2291,CLUBDEJOVENES@BUE.EDU.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 1,02101,CIUDAD DE BUENOS AIRES,02101001,0202363,020236302,RETIRO,LETONIA Y AVDA. ANTARTIDA ARGENTINA  RETIRO ALT. 110 CLUB DE JOVENES,C1104,011,4342-5685/2384 INT 628,CLUBDEJOVENES@BUENOSAIRES.GOB.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 5,02105,CIUDAD DE BUENOS AIRES,02105001,0202363,020236303,ALMAGRO,SARMIENTO 4041 ALMAGRO ENS Nº7DE2 CLUB DE JOVENES,C1197,011,4342-5685/2384INT628,CLUBDEJOVENES@BUENOSAIRES.GOB.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 12,02112,CIUDAD DE BUENOS AIRES,02112001,0202363,020236304,SAAVEDRA/MITRE,AVDA. RUIZ HUIDOBRO 3853 SAAVEDRA ESCPRIM25DE10 CLUB CHICOS,C1430,011,4342-5685/2384INT628,CLUBDEJOVENES@BUENOSAIRES.GOB.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 4,02104,CIUDAD DE BUENOS AIRES,02104001,0202363,020236305,BARRACAS,Benito Quinquela Martin  1649 BARRACAS ESCTEC Nº10DE5(POLID9DEJULIO)CLUB JOVENES,C1268,011,4342-5685/2384INT628,CLUBDEJOVENESYCHICOS@BUE.EDU.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 3,02103,CIUDAD DE BUENOS AIRES,02103001,0202363,020236306,SAN CRISTOBAL,DEAN FUNES 1360 SAN CRISTOBAL 1352 CLUB JOVENES,C1244,011,6076-6000-Int. 2291/2309,clubdejovenesychicos@bue.edu.ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 4,02104,CIUDAD DE BUENOS AIRES,02104001,0202363,020236307,PARQUE PATRICIOS,ZAVALETA 204 PARQUE PATRICIOS ESCTECNº7DE5 CLUB JOVENES,C1437,011,4342-5685/2384INT628,CLUBDEJOVENES@BUENOSAIRES.GOB.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 12,02112,CIUDAD DE BUENOS AIRES,02112001,0202363,020236308,POLO SAAVEDRA JOVENES,GALVAN 3710 SAAVEDRA ESC. TEC. N°36 DE 15,C1431,011,4342-5685/2384INT628,CLUBDEJOVENESYCHICOS@BUE.EDU.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 6,02106,CIUDAD DE BUENOS AIRES,02106001,0202363,020236309,HUERGO,GRAL. MARTIN DE GAINZA 1050 CABALLITO ESCTECNº9DE7 CLUB JOVENES,C1405,011,4342-5685/2384INT628,CLUBDEJOVENESYCHICOS@BUE.EDU.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 1,02101,CIUDAD DE BUENOS AIRES,02101001,0202363,020236310,SAN TELMO,BOLIVAR 1235 SAN TELMO POLID.MARTINA CESPEDES CLUB JOVENES,C1141,011,4342-5685/2384INT628,CLUBDEJOVENES@BUENOSAIRES.GOB.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 7,02107,CIUDAD DE BUENOS AIRES,02107001,0202363,020236312,BAJO FLORES,AGUSTIN DE VEDIA 2519 FLORES EEM Nº3DE19 CLUB DE JOVENES,C1437,011,4342-5685/2384INT628,CLUBDEJOVENESYCHICOS@BUE.EDU.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 8,02108,CIUDAD DE BUENOS AIRES,02108001,0202363,020236313,MATADEROS,CAÑADA DE GOMEZ 3850 VILLA LUGANO EEM Nº02DE20 CLUB JOVENES,C1439,011,4342-5685/2384INT628,CLUBDEJOVENESYCHICOS@BUE.EDU.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 8,02108,CIUDAD DE BUENOS AIRES,02108001,0202363,020236314,LUGANO,AVDA. RIESTRA 5030 VILLA LUGANO ESCPRIM Nº04DE21 CLUB JOVENES,C1439,011,4342-5685/2384INT628,CLUBDEJOVENESYCHICOS@BUE.EDU.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 8,02108,CIUDAD DE BUENOS AIRES,02108001,0202363,020236315,CLUB AMERICA,AVDA. ESCALADA 2890 VILLA LUGANO ESCDECOM Nº6DE13 CLUB JOVENES,C1439,011,4342-5685/2384INT628,CLUBDEJOVENESYCHICOS@BUE.EDU.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 4,02104,CIUDAD DE BUENOS AIRES,02104001,0202363,020236316,POMPEYA,AVDA. INTENDENTE FRANCISCO RABANAL 1549 NUEVA POMPEYA ESCTECNº33DE19 CLUB JOVENES,C1437,011,4342-5685/2384INT628,CLUBDEJOVENESYCHICOS@BUE.EDU.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 8,02108,CIUDAD DE BUENOS AIRES,02108001,0202363,020236317,CARRILLO,MARTINEZ CASTRO Y PJE. F  VILLA SOLDATI CENTRO EDUC. COMUN. DR. RAMON CARRILLO,C1407,011,4342-5685/2384INT628,CLUBDEJOVENES@BUENOSAIRES.GOB.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 10,02110,CIUDAD DE BUENOS AIRES,02110001,0202363,020236318,LINIERS,BRUSELAS 785 VERSALLES CLUB JOVENES,C1408,011,4342-5685/2384INT628,CLUBDEJOVENES@BUENOSAIRES.GOB.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 14,02114,CIUDAD DE BUENOS AIRES,02114001,0202363,020236321,PALERMO,EL SALVADOR 5528 PALERMO COLEGIO Nº04DE09 CLUB JOVENES,C1414,011,4342-5685/2384INT628,CLUBDEJOVENES@BUENOSAIRES.GOB.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 13,02113,CIUDAD DE BUENOS AIRES,02113001,0202363,020236322,BELGRANO/NUNEZ,3 DE FEBRERO 2475 BELGRANO ENS Nº10DE10 CLUB JOVENES,C1428,011,4342-5685/2384INT628,CLUBDEJOVENESYCHICOS@BUE.EDU.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 3,02103,CIUDAD DE BUENOS AIRES,02103001,0202363,020236323,CENTRO,RIOBAMBA 623 BALVANERA ESC.DE COM Nº2DE1 CLUB DE JOVENES,C1025,011,4342-5685/2384INT628,CLUBDEJOVENES@BUENOSAIRES.GOB.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 15,02115,CIUDAD DE BUENOS AIRES,02115001,0202363,020236324,CLUB DE CHICOS CABALLITO,CNEL. APOLINARIO FIGUEROA 661 VILLA CRESPO ESCPRIM Nº16DE07 CLUB CHICOS,C1416,011,4342-5685/2384INT628,CLUBDEJOVENES@BUENOSAIRES.GOB.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 4,02104,CIUDAD DE BUENOS AIRES,02104001,0202363,020236326,BARRACAS SUR,RIO CUARTO Y MONTESQUIEU - AVDA. GRAL. IRIARTE ALT. 3501  BARRACAS ESCPRIM Nº12DE5 CLUB JOVENES,C1437,011,4342-5685/2384INT628,CLUBDEJOVENES@BUENOSAIRES.GOB.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 11,02111,CIUDAD DE BUENOS AIRES,02111001,0202363,020236327,DEVOTO,MERCEDES 4002 VILLA DEVOTO EEM N° 3 DE 17,C1419,011,4342-5685/2384INT628,CLUBDEJOVENES@BUENOSAIRES.GOB.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 7,02107,CIUDAD DE BUENOS AIRES,02107001,0202363,020236328,BAJO FLORES,AGUSTIN DE VEDIA 2519 FLORES EEM Nº3DE19 CLUB DE CHICOS,C1437,011,4342-5685/2384INT628,clubdejovenesychicos@bue.edu.ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 12,02112,CIUDAD DE BUENOS AIRES,02112001,0202363,020236329,SAAVEDRA,ROGELIO YRURTIA 5806 SAAVEDRA ESCPRIMNº19DE15 CLUB CHICOS,C1431,011,4342-5685/2384INT628,CLUBDEJOVENES@BUENOSAIRES.GOB.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 4,02104,CIUDAD DE BUENOS AIRES,02104001,0202363,020236330,BARRACAS ,SAN ANTONIO 682 BARRACAS ESC.PRIM.Nº20DE5 CLUB CHICOS,C1276,011,4342-5685/2384INT628,CLUBDEJOVENESYCHICOS@BUE.EDU.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 8,02108,CIUDAD DE BUENOS AIRES,02108001,0202363,020236332,ARTURO JAURETCHE,MARTINEZ CASTRO 3067 VILLA SOLDATI EEMNº2DE17 CLUB JOVENES,C1437,011,4342-5685/2384INT628,CLUBDEJOVENES@BUENOSAIRES.GOB.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 8,02108,CIUDAD DE BUENOS AIRES,02108001,0202363,020236333,CLUB SOLDATI,CORRALES 3450 VILLA SOLDATI ESCPRIM18DE19 CLUB CHICOS,C1247,011,4342-5685/2384 INT 628,CLUBDEJOVENESYCHICOS@BUE.EDU.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 15,02115,CIUDAD DE BUENOS AIRES,02115001,0202363,020236334,GARCIA LORCA,AVDA. CHORROARIN 305 PATERNAL EEM Nº1DE14 CLUB JOVENES,C1427,011,4342-5685/2384INT628,LORCACLUB@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 8,02108,CIUDAD DE BUENOS AIRES,02108001,0202363,020236335,FATIMA,MARIANO ACOSTA 2976 VILLA SOLDATI ESCPRIM 21DE19 CLUB JOVENES,C1437,011,4342-5685/2384INT 628,CLUBDEJOVENES@BUENOSAIRES.GOB.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 9,02109,CIUDAD DE BUENOS AIRES,02109001,0202363,020236337,MATADEROS,COSQUIN 3100 MATADEROS ESCPRIMNº19DE20 CLUB CHICOS,C1439,011,4342-5685/2384INT628,CLUBDEJOVENESYCHICOS@BUE.EDU.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 3,02103,CIUDAD DE BUENOS AIRES,02103001,0202363,020236338,BALVANERA,SAAVEDRA 695 BALVANERA ESCPRIM Nº6DE06 CLUB CHICOS,C1229,011,4342-5685/2384INT628,CLUBDEJOVENESYCHICOS@BUE.EDU.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 8,02108,CIUDAD DE BUENOS AIRES,02108001,0202363,020236339,BAJO FLORES,CNEL. MARTINIANO CHILAVERT 2680 VILLA SOLDATI ,C1437,011,4342-5685/2384INT628,serviciosgoie@bue.edu.ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 4,02104,CIUDAD DE BUENOS AIRES,02104001,0202363,020236340,ZAVALETA,AVDA. GRAL. IRIARTE 3880 BARRACAS ,C1437,011,4342-5685/2384INT628,serviciosgoie@bue.edu.ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 4,02104,CIUDAD DE BUENOS AIRES,02104001,0202363,020236341,LA BOCA,PALOS S/N  BOCA ,C1155,011,4342-5685/2384INT628,CLUBDEJOVENES@BUENOSAIRES.GOB.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 8,02108,CIUDAD DE BUENOS AIRES,02108001,0202363,020236342,MATADEROS,AVDA. PIEDRA BUENA 3100 VILLA LUGANO CENTRO INFANTIL,C1439,011,4342-5685/2384INT628,serviciosgoie@bue.edu.ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 8,02108,CIUDAD DE BUENOS AIRES,02108001,0202363,020236343,LUGANO,POLA S/N Y BARROS PAZOS  VILLA LUGANO ,C1439,011,4342-5685/2384INT628,serviciosgoie@bue.edu.ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 7,02107,CIUDAD DE BUENOS AIRES,02107001,0202363,020236344,FLORES,VARELA 1425 FLORES ,C1406,011,4342-5685/2384INT628,CLUBDEJOVENES@BUENOSAIRES.GOB.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 10,02110,CIUDAD DE BUENOS AIRES,02110001,0202363,020236348,VELEZ SARSFIELD,CNEL. RAMON L. FALCON 4126 VELEZ SARSFIELD CLUB CHICOS,C1407,011,4342-5685/2384INT628,CLUBDEJOVENESYCHICOS@BUE.EDU.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 15,02115,CIUDAD DE BUENOS AIRES,02115001,0202363,020236350,CHACARITA,HUMBOLDT 742 VILLA CRESPO ESCPRIM19DE9CLUB CHICOS,C1414,011,4342-5685/2384INT628,CLUBDEJOVENESYCHICOS@BUE.EDU.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 15,02115,CIUDAD DE BUENOS AIRES,02115001,0202363,020236351,CHACARITA,TEODORO GARCIA 3899 CHACARITA ESCTEC32DE14CLUB JOVENES,C1427,011,4342-5685/2384INT628,CLUBDEJOVENESYCHICOS@BUE.EDU.AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 15,02115,CIUDAD DE BUENOS AIRES,02115001,0202363,020236352,CABALLITO,LUIS VIALE  676 VILLA CRESPO ,1416,011,6526-9739,clubdejovenes@buenosaires.gob.ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
Ciudad de Buenos Aires,Estatal,Urbano,Comuna 15,02115,CIUDAD DE BUENOS AIRES,02115001,0202363,020236353,AGRONOMIA,AVDA. DE LOS CONSTITUYENTES 3100 AGRONOMIA ,1427,011,65226-9739,clubdejovenes@buenosaires.gob.ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1;
